,FD_Name,State,Region,Member_Status,File_Name,Respondent_ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Category1,Transaction_Name,Transaction_Amount,Transaction_Comment
1004,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Woman Personal,Income,137567,
1005,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Woman Personal,Incentive,46085,
1006,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Agriculture,Sales,22050,
1007,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Business,Sales,123524,
1008,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Woman Personal,Income,178537,
1009,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Income,Household,Food,5080,
1010,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Woman Personal,Breakfast,97916,
1011,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Children,School,19240,
1012,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Woman Personal,Lunch,80740,
1013,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Business,Transportation,93876,
1014,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Woman Personal,Toiletries,68298,
1015,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Gift,Transport,3546,
1016,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Fixed,Expenditure,Household,Dinner,121885,
1017,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Children,Allowance,119959,
1018,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Business,Amount,177144,
1019,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Household,Refill,88236,
1020,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Household,Cost,134528,
1021,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Agriculture,Cost,106112,
1022,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Woman Personal,Cost,107997,
1023,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Household,Cost,32141,
1024,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Woman Personal,Allowance,196,
1025,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Children,School,25155,
1026,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Children,Cutting,83218,
1027,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 1,11/5/23,1,Variable,Expenditure,Woman Personal,Shoe,46660,
1028,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Income,Business,Income,38579,
1029,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Income,Business,Borehole,157484,
1030,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Agriculture,Income,158917,
1031,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Household,Income,142865,
1032,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Business,Income,108391,
1033,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Agriculture,Income,140781,
1034,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Investment,Income,166342,
1035,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Income,Agriculture,Income,47850,
1036,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Woman Personal,Breakfast,140093,
1037,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Children,School,35883,
1038,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Woman Personal,Lunch,143334,
1039,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Business,Transportation,72793,
1040,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Gift,Transport,38284,
1041,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Fixed,Expenditure,Household,Dinner,83211,
1042,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Children,Allowance,134473,
1043,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Woman Personal,Mending,149720,
1044,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Gift,Fueling,144067,
1045,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Investment,Amount,175810,
1046,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Health Care,Medication,178812,
1047,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/25/23,ML04-WAG-OBINGWA-WK 4,11/25/23,4,Variable,Expenditure,Business,Goods,38234,
1048,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Income,Business,Income,120609,
1049,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Income,Business,Borehole,134261,
1050,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Income,Agriculture,Income,157080,
1051,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Income,Children,Income,59568,
1052,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Woman Personal,Breakfast,179731,
1053,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Children,School,76772,
1054,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Woman Personal,Lunch,68480,
1055,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Business,Transportation,125338,
1056,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Gift,Transport,174655,
1057,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Fixed,Expenditure,Household,Dinner,61092,
1058,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Children,Allowance,133487,
1059,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Children,Child,176417,
1060,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Gift,Fueling,178514,
1061,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Business,Amount,166157,
1062,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Woman Personal,Toiletries,63417,
1063,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Business,Goods,105507,
1064,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/18/23,ML04-WAG-OBINGWA-WK 3,11/18/23,3,Variable,Expenditure,Business,Loan,131382,
1065,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Income,Business,Income,34355,
1066,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Agriculture,Income,34605,
1067,Midline Financial Diaries,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Woman Personal,Income,77014,
1068,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Business,Income,139820,
1069,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Woman Personal,Income,78516,
1070,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Business,Income,146819,
1071,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Agriculture,Sales,29877,
1072,Baseline Financial Diaries_1,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Income,Woman Personal,Income,105757,
1073,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Woman Personal,Breakfast,136825,
1074,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Children,School,90577,
1075,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Woman Personal,Lunch,123965,
1076,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Business,Transportation,109161,
1077,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Gift,Transport,19718,
1078,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Fixed,Expenditure,Household,Dinner,17808,
1079,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Children,Allowance,152762,
1080,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Business,Amount,121592,
1081,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Woman Personal,NEPA,130934,
1082,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Household,Repair,58826,
1083,Baseline Financial Diaries_2,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Business,Cost,159761,
1084,Midline Financial Diaries,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Household,Laundry,58230,
1085,Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,abia-obi ngwa-NON WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Investment,2,20709,
1086,Baseline Financial Diaries_2,abia,obi ngwa,WAG,abia-obi ngwa-WAG-11/5/23,ML04-WAG-OBINGWA-WK 2,11/5/23,2,Variable,Expenditure,Business,Amount,66089,
1087,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Income,Business,Sales,99215,
1088,Baseline Financial Diaries_1,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Variable,Income,Business,Remittances,12760,
1089,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Household,Feeding,25119,
1090,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Gift,Church,161828,
1091,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Household,Water,177572,
1092,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Agriculture,Food,167972,
1093,Baseline Financial Diaries_1,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Woman Personal,Transportation,148215,
1094,Baseline Financial Diaries_1,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Fixed,Expenditure,Woman Personal,Fuel,43733,
1095,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Variable,Expenditure,Woman Personal,Airtime,54508,
1096,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Variable,Expenditure,Woman Personal,Engine,107945,
1097,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/13/23,ML01-NWAG-ISIALA NGWA-WK 1,11/13/23,1,Variable,Expenditure,Gift,Motorcycle,50822,
1098,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Income,Business,Income,54229,
1099,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Variable,Income,Woman Personal,Remittance,160893,
1100,Baseline Financial Diaries_1,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Household,Feeding,90481,
1101,Baseline Financial Diaries_1,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Agriculture,Food,60716,
1102,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Woman Personal,Airtime,109978,
1103,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Woman Personal,Transportation,88426,
1104,Baseline Financial Diaries_2,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Household,Water,71062,
1105,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Gift,Church,15985,
1106,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Woman Personal,Kerosene,160430,
1107,Baseline Financial Diaries_1,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Fixed,Expenditure,Woman Personal,Fuel,148927,
1108,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Variable,Expenditure,Woman Personal,Oil,137617,
1109,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/20/23,ML01-NWAG-ISIALA NGWA-WK 2,11/20/23,2,Variable,Expenditure,Gift,Motorcycle,38450,
1110,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Income,Business,Income,5704,
1111,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Household,Feeding,17710,
1112,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Agriculture,Food,74292,
1113,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Woman Personal,Airtime,147969,
1114,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Household,Water,52135,
1115,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Woman Personal,Transportation,65202,
1116,Midline Financial Diaries,abia,isiala ngwa,NON WAG,abia-isiala ngwa-NON WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Woman Personal,Fuel,171503,
1117,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Woman Personal,Kerosene,99679,
1118,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Gift,Offering,93203,
1119,Baseline Financial Diaries_2,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Fixed,Expenditure,Business,Contribution,109637,
1120,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Variable,Expenditure,Woman Personal,Oil,48736,
1121,Midline Financial Diaries,abia,isiala ngwa,WAG,abia-isiala ngwa-WAG-11/27/23,ML01-NWAG-ISIALA NGWA-WK 3,11/27/23,3,Variable,Expenditure,Gift,Motorcycle,94203,
1122,Midline Financial Diaries,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Fixed,Income,Business,Employment,126993,
1123,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Fixed,Income,Business,Business,66857,
1124,Midline Financial Diaries,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Fixed,Expenditure,Children,Child,57226,
1125,Baseline Financial Diaries_2,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Variable,Expenditure,Household,Food/Groceries,52362,
1126,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Variable,Expenditure,Business,Business,79541,
1127,Midline Financial Diaries,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Variable,Expenditure,Woman Personal,Airtime/Data,165349,
1128,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/22/23,ML01-NWAG-IBESIKPO-WK 3,11/22/23,3,Variable,Expenditure,Woman Personal,Transportation,76862,
1129,Baseline Financial Diaries_2,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Fixed,Income,Business,Employment,89110,
1130,Baseline Financial Diaries_2,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Fixed,Income,Business,Business,97541,
1131,Midline Financial Diaries,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Variable,Income,Gift,Gift,164721,
1132,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Variable,Income,Woman Personal,Remittance,123859,
1133,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,NON WAG,akwa ibom-ibesikpo asutan-NON WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Fixed,Expenditure,Children,Child,2469,
1134,Baseline Financial Diaries_1,akwa ibom,ibesikpo asutan,WAG,akwa ibom-ibesikpo asutan-WAG-11/15/23,ML01-NWAG-IBESIKPO-WK 2,11/15/23,2,Variable,Expenditure,Household,Food/Groceries,96495,
