FD_Name,State,Region,Member_Status,File_Name,Respondent ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Name,Transaction_Amount,Transaction_Comment
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 3,000"
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,Income from soy bean sales,₦ 650
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Expenditure,Purchase of soy beans for her tofu business.,"₦ 1,500",
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Expenditure,Purchase of fish for household cooking.,₦ 400,
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of recharge cards,₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of pencil for her child,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of detergent,₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of bathing soap,₦ 500,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 1,500"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 3,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Income,Income from the son’s fixing a fan. The son is an electronics electrician.,₦ 500
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Income,Income from sale of cowpea. (The respondent’s son stored cowpeas for a long time to sell when it appreciates from the initial cost price. This is mostly obtainable for seasonal crops) (man),"₦ 15,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of pepper for cooking her tofu and household cooking,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of firewood for her tofu business and household cooking,₦ 750,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Expenditure,Purchase of fish for household cooking,₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Expenditure,Purchase of slippers for her child,₦ 300,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 1,500"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 3,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking.,₦ 700,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of firewood for her tofu business and household cooking,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of fish,₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",₦ 750
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 1,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Variable,Income,Money from son to support her to buy hijab.,"₦ 1,500"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of pepper for cooking her tofu and household cooking,₦ 100,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of vegetable for household cooking.,₦ 100,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of spaghetti for household cooking.,₦ 300,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of fish for household cooking,₦ 300,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Variable,Expenditure,Cost of buying a new hijab.,"₦ 1,500",
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 2,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 4,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from sales of groundnut,"₦ 10,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from the sales of livestock (goat reared by the respondent’s son.,"₦ 15,000"
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from the son’s fixing a fan. The son is an electronics electrician and a butcher too.,₦ 500
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of cooking pot,₦ 600,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of Mat,"₦ 2,000",
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost for purchase of chair,₦ 400,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of biro (pen) for her child’s school,₦ 50,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of two yards of cloth for her child’s school uniform,"₦ 1,000",
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of razor blades,₦ 200,
Baseline Financial Diaries_2,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Safety Matches,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from sachet water hawking,₦ 600
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from husband’s salary,"₦ 25,000"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Income from the husband’s land agent business. (Sale of landed property). The respondent’s husband is into real estate and is paid commissions in percentage.,"₦ 25,000"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Income for participating in the FGD and IDI.,"₦ 1,000"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Financial support for household upkeep.,"₦ 2, 000"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing maggi (seasoning) for preparing household meal.,₦ 500,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing palm oil for preparing household meal.,₦ 700,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing rice for preparing household meal.,"₦ 6,500",
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing pepper and onions for preparing household meal.,₦ 750,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Income,Income from sachet water hawking (woman),"₦ 1,550"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing soap for household use.,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing firewood for household use.,₦ 450,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing salt for household use.,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing pepper for preparing household meal.,₦ 300,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing groundnut oil for preparing household meal.,₦ 150,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from sachet water hawking,"₦ 2,800"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing soap for household use.,₦ 420,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing firewood for household use,₦ 400,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing groundnut oil for household use.,₦ 150,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing salt for household use.,₦ 50,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from sachet water hawking (woman),"₦ 1,380"
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Income,Financial gift from husband,₦ 700
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Soap,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Firewood,₦ 600,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Salt,₦ 50,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Pepper,₦ 250,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Breakfast,₦ 350,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Bread,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Petroleum Jelly,₦ 190,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from selling detergent/pampers: The respondent sells both detergent and diapers in her home as a means to compliment her other forms income.  (woman),"₦ 11,390"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from husband’s driving business: (The husband is a commercial driver who commutes passengers from the LGA to the state capital). (Man),"₦ 5,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from frying and selling fried sweet potatoes,"₦ 6,160"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Variable,Income,Financial gift received from friend,₦ 500
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Cost of purchasing onions for household use.,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Purchase of Maggi seasoning for household use.,₦ 650,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Cost of purchasing necklace,"₦ 1,300",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Cost of purchasing frying pan,"₦ 2,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from selling detergent and diapers: The respondent sells both detergent and diapers in her home as a means to compliment her other forms income.  (woman),"₦ 9,100"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from ground nut roasting business. (The respondent roasts and sells groundnut as also a means to earn passive income. (Woman),"₦ 3,500"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from THE son’s petrol selling business. (The son sells petrol in small 1- and 2-liter kegs to the local community motorcycle drivers and generator users as there are no close filling stations in the community),"₦ 1,500"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from husband’s driving business: (The husband is a commercial driver who commutes passengers from the LGA to the state capital). (Man),"₦ 5,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Variable,Income,"Gift from father: during the data collection week, the respondent received a monetary gift from her father.","₦ 2,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Variable,Income,Respondent received a monetary support from her husband for family upkeep.,"₦ 1,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing palm oil for household use.,"₦ 1,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing pepper and tomatoes for household use.,₦ 400,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing onions for household use.,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing salt for household use.,₦ 100,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing fish for household use.,"₦ 2,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Variable,Expenditure,Purchase of a pair of shoes.,"₦ 3,000",Respondent purchased a pair shoe for herself.
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Variable,Expenditure,Purchase of broom,"₦ 1,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG  Week 2.docx,BL02-WAG-AGAIE-WK 2,16th December 2021,2,Variable,Expenditure,Purchase of room air freshener and perfume,"₦ 1,200",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Income,Income from selling detergent and diapers: The respondent sells both detergent and diapers in her home as a means to compliment her other forms income.  (woman),"₦ 2,600"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Income,Income from husband’s driving business: (The husband is a commercial driver who commutes passengers from the LGA to the state capital). (Man),"₦ 1,400"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Income,Income from THE son’s petrol selling business. (The son sells petrol in small 1- and 2-liter kegs to the local community motorcycle drivers and generator users as there are no close filling stations in the community),"₦ 2,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Variable,Income,Monetary gift from her brother,"₦ 2,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Variable,Income,Income from selling fried sweet potatoes: Respondent started selling fried sweet potatoes in her community.,"₦ 7,700"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing palm oil for household use.,"₦ 1,200",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing pepper and tomatoes for household use.,₦ 500,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing onions for household use.,₦ 200,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing Maggi (a seasoning for cooking) for household use.,₦ 300,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing salt for household use and her potato frying business,₦ 50,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing detergent for household cleaning.,₦ 300,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing fish for household use.,"₦ 2,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 3.docx,BL02-WAG-AGAIE-WK 3,23rd December 2021,3,Variable,Expenditure,Cost of purchasing a new cloth,"₦ 2,000",
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from selling detergent: The respondent sells both detergent and diapers in her home as a means to compliment her other forms income.  (woman),"₦ 2,600"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from husband’s driving business. (The husband is a commercial driver who commutes passengers from the LGA to the state capital). (Man),"₦ 5,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from odd/menial labor jobs: (woman). (The respondent works as a laborer in other people’s farm as a means to earn income for herself and household).,"₦ 2,000"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from THE son’s petrol selling business. (The son sells petrol in small 1- and 2-liter kegs to the local community motorcycle drivers and generator users as there are no close filling stations in the community),"₦ 1,500"
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from nephew’s polythene bags business,₦ 500
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Gift of cash received from a friend during the reporting week.,₦ 500
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing palm oil for household cooking,₦ 900,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,"Cost of purchasing 
Pepper and tomatoes for household cooking",₦ 400,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing Onions for household cooking,₦ 100,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing Maggi (a type/brand of seasoning) for household cooking,₦ 300,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing Salt for household cooking,₦ 50,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing detergent for household cleaning and washing.,₦ 300,
Baseline Financial Diaries_2,Niger,Agaie,WAG,FD WAG Week 1.docx,BL02-WAG-AGAIE-WK 1,9th December 2021,1,Variable,Expenditure,Cost of purchasing door nets to reinforce against mosquitoes entering the house.,"₦ 6,000",
